Tipo de Asunto,Número completo del expediente,Número del expediente,Año,Acumulación de asuntos,Actor promovente,Actor legitimado de acuerdo a la CPEUM,Categoría del actor legitimado,Nombre del partido político cuando éste sea actor legitimado,Nombre(s) del (los) partido(s) político(s) que forman la minoría legislativa legitimada,Artículos constitucionales que se estiman violados,Fecha de ingreso a la SCJN,Fecha del acuerdo de radicación y turno,Ministro instructor designado en el auto de radicación y turno,Fecha del acuerdo inicial,Sentido del acuerdo inicial,Recurso de Reclamación,Asunto concluido por acuerdo,Fecha del acuerdo por el que se concluyó el asunto,Órgano resolutor de la sentencia ejecutoria,Fecha de sentencia ejecutoria,Nombre del ministro ponente,Fecha de notificación de la sentencia ejecutoria,Norma válida,Inconstitucionalidad,Norma inválida,Norma sobreseida,Sentencia desestimada,Sentencia otra,Tema de la Acción de Inconstitucionalidad,Órgano legislativo emisor de la norma impugnada,Nivel de gobierno del órgano legislativo emisor de la norma impugnada,Número de la legislatura del órgano emisor de la norma impugnada,Órgano que promulgó la norma impugnada,Nivel de gobierno del órgano que promulgó la norma impugnada,Entidad federativa del órgano emisor y promulgador de la norma impugnada,Norma impugnada,Validez territorial de la norma impugnada,Tipo de la norma impugnada,Fecha(s) de publicación de la norma impugnada,Órgano legislativo emisor de la norma impugnada 2,Nivel de gobierno del órgano legislativo emisor de la norma impugnada 2,Número de la legislatura del órgano emisor de la norma impugnada 2,Órgano que promulgó la norma impugnada 2,Nivel de gobierno del órgano que promulgó la norma impugnada 2,Entidad federativa del órgano emisor y promulgador de la norma impugnada 2,Norma impugnada 2,Validez territorial de la norma impugnada 2,Tipo de la norma impugnada 2,Fecha(s) de publicación de la norma impugnada 2,Órgano legislativo emisor de la norma impugnada 3,Nivel de gobierno del órgano legislativo emisor de la norma impugnada 3,Número de la legislatura del órgano emisor de la norma impugnada 3,Órgano que promulgó la norma impugnada 3,Nivel de gobierno del órgano que promulgó la norma impugnada 3,Entidad federativa del órgano emisor y promulgador de la norma impugnada 3,Norma impugnada 3,Validez territorial de la norma impugnada 3,Tipo de la norma impugnada 3,Fecha(s) de publicación de la norma impugnada 3,Órgano legislativo emisor de la norma impugnada 4,Nivel de gobierno del órgano legislativo emisor de la norma impugnada 4,Número de la legislatura del órgano emisor de la norma impugnada 4,Órgano que promulgó la norma impugnada 4,Nivel de gobierno del órgano que promulgó la norma impugnada 4,Entidad federativa del órgano emisor y promulgador de la norma impugnada 4,Norma impugnada 4,Validez territorial de la norma impugnada 4,Tipo de la norma impugnada 4,Fecha(s) de publicación de la norma impugnada 4,Órgano legislativo emisor de la norma impugnada 5,Nivel de gobierno del órgano legislativo emisor de la norma impugnada 5,Número de la legislatura del órgano emisor de la norma impugnada 5,Órgano que promulgó la norma impugnada 5,Nivel de gobierno del órgano que promulgó la norma impugnada 5,Entidad federativa del órgano emisor y promulgador de la norma impugnada 5,Norma impugnada 5,Validez territorial de la norma impugnada 5,Tipo de la norma impugnada 5,Fecha(s) de publicación de la norma impugnada 5,Órgano legislativo emisor de la norma impugnada 6,Nivel de gobierno del órgano legislativo emisor de la norma impugnada 6,Número de la legislatura del órgano emisor de la norma impugnada 6,Órgano que promulgó la norma impugnada 6,Nivel de gobierno del órgano que promulgó la norma impugnada 6,Entidad federativa del órgano emisor y promulgador de la norma impugnada 6,Norma impugnada 6,Validez territorial de la norma impugnada 6,Tipo de la norma impugnada 6,Fecha(s) de publicación de la norma impugnada 6,Órgano legislativo emisor de la norma impugnada 7,Nivel de gobierno del órgano legislativo emisor de la norma impugnada 7,Número de la legislatura del órgano emisor de la norma impugnada 7,Órgano que promulgó la norma impugnada 7,Nivel de gobierno del órgano que promulgó la norma impugnada 7,Entidad federativa del órgano emisor y promulgador de la norma impugnada 7,Norma impugnada 7,Validez territorial de la norma impugnada 7,Tipo de la norma impugnada 7,Fecha(s) de publicación de la norma impugnada 7,Órgano legislativo emisor de la norma impugnada 8,Nivel de gobierno del órgano legislativo emisor de la norma impugnada 8,Número de la legislatura del órgano emisor de la norma impugnada 8,Órgano que promulgó la norma impugnada 8,Nivel de gobierno del órgano que promulgó la norma impugnada 8,Entidad federativa del órgano emisor y promulgador de la norma impugnada 8,Norma impugnada 8,Validez territorial de la norma impugnada 8,Tipo de la norma impugnada 8,Fecha(s) de publicación de la norma impugnada 8,¿Se hace referencia a disposiciones internacionales?,Disposición(es) internacional(es) en escrito inicial,Disposición(es) internacional(es) en pedimento de la PGR,Disposición(es) internacional(es) en informes,Disposición(es) internacional(es) en sentencia,Disposición(es) internacional(es) en voto separado,En caso de informes; quien  hace mención a la(s) disposición(es) internacional(es),En caso de voto separado; tipo de voto y quien(es) emite(n) el voto separado,
Acción de Inconstitucionalidad,00078/2009-00,78,2009,SE ACUMULÓ AL 00071/2009-00,PROCURADOR GENERAL DE LA REPÚBLICA,PROCURADOR GENERAL DE LA REPÚBLICA,EJECUTIVO FEDERAL,NO APLICA,NO APLICA,5. 16; PÁRRAFO PRIMERO. 116; FRACCIÓN IV; INCISOS B) Y C). 133.,30.10.2009,03.11.2009,MARGARITA BEATRIZ LUNA RAMOS,03.11.2009,ADMISIÓN,NO,NO,,PLENO,01.12.2009,MARGARITA BEATRIZ LUNA RAMOS,14.01.2010,NORMA (B): LEY ELECTORAL DEL ESTADO DE SINALOA. ART.: 15; PÁRRAFO PRIMERO; 144; PÁRRAFO PRIMERO.,SÍ,NORMA (B): LEY ELECTORAL DEL ESTADO DE SINALOA. ART.: 202; EN LA PORCIÓN NORMATIVA QUE ESTABLECE:  "? Y RECIBIRÁN REMUNERACIÓN ÚNICAMENTE DURANTE EL PROCESO ELECTORAL. SE EXCEPTÚA DE LO ANTERIOR A LA SALA DE RECONSIDERACIÓN; LA QUE FUNCIONARÁ EN FORMA PERMANENTE Y SUS INTEGRANTES RECIBIRÁN LA REMUNERACIÓN CORRESPONDIENTE".,NORMA (A): CONSTITUCIÓN POLÍTICA DEL ESTADO DE SINALOA. ART.: 14; 24; PÁRRAFO SEGUNDO; SEGUNDO ENUNCIADO; 30; PÁRRAFO PRIMERO; 155. NORMA (B): LEY ELECTORAL DEL ESTADO DE SINALOA. ART.: 4; 12; FRACCIÓN II; INCISO B); 49.,NORMA (A): CONSTITUCIÓN POLÍTICA DEL ESTADO DE SINALOA. ART.: 134; TRES ÚLTIMOS PÁRRAFOS.,NORMA (A): CONSTITUCIÓN POLÍTICA DEL ESTADO DE SINALOA. ART.: 14; INAPLICABLE PARA LA JORNADA ELECTORAL PRÓXIMA.,ELECTORAL,CONGRESO DEL ESTADO DE SINALOA,ESTATAL,LIX,GOBERNADOR CONSTITUCIONAL DEL ESTADO DE SINALOA,ESTATAL,SINALOA,NORMA (1): LEY ELECTORAL DEL ESTADO DE SINALOA. ART.: 202.,(1) ESTATAL,(1) LEY,(1) 01.10.2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,
Acción de Inconstitucionalidad,00079/2009-00,79,2009,,PROCURADOR GENERAL DE LA REPÚBLICA,PROCURADOR GENERAL DE LA REPÚBLICA,EJECUTIVO FEDERAL,NO APLICA,NO APLICA,16. 17. 41; BASE III; APARTADOS A); B) Y D). 116; FRACCIÓN IV; INCISOS B); C); I) Y L). 133.,03.11.2009,03.11.2009,JOSÉ FERNANDO FRANCO GONZÁLEZ SALAS,04.11.2009,ADMISIÓN,NO,NO,,PLENO,03.12.2009,JOSÉ FERNANDO FRANCO GONZÁLEZ SALAS,15.01.2010,,SÍ,NORMA (A): LEY ELECTORAL DEL ESTADO DE ZACATECAS. ART.: 222; PÁRRAFOS NOVENO Y DÉCIMO; 255; PÁRRAFO PRIMERO; FRACCIÓN II; 264; PÁRRAFO PRIMERO; FRACCIÓN III; INCISO B). NORMA (B): LEY DE SISTEMAS DE MEDIOS DE IMPUGNACIÓN ELECTORAL DEL ESTADO DE ZACATECAS. ART.: 63 BIS; PÁRRAFO ANTEPENÚLTIMO.,,,,ELECTORAL,CONGRESO DEL ESTADO DE ZACATECAS,ESTATAL,LIX,GOBERNADOR CONSTITUCIONAL DEL ESTADO DE ZACATECAS,ESTATAL,ZACATECAS,NORMA (1): LEY ELECTORAL DEL ESTADO DE ZACATECAS. ART.: 222; NUMERAL 10. 255; NUMERAL 1; FRACCIÓN II. 264; NUMERAL 1; FRACCIÓN III.,(1) ESTATAL,(1) LEY,(1) 03.10.2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,
Acción de Inconstitucionalidad,00080/2009-00,80,2009,,PRESIDENTE DEL PARTIDO DE LA REVOLUCIÓN DEMOCRÁTICA,PARTIDO POLÍTICO CON REGISTRO FEDERAL,PARTIDO POLÍTICO FEDERAL,PRD,NO APLICA,1. 14. 16. 40. 41. 116; FRACCIONES II Y IV; INCISOS A); B); D) Y L). 133.,04.11.2009,04.11.2009,SERGIO SALVADOR AGUIRRE ANGUIANO,05.11.2009,ADMISIÓN,NO,NO,,PLENO,03.12.2009,SERGIO SALVADOR AGUIRRE ANGUIANO,11.01.2010,NORMA (A): DECRETO NÚMERO 209 QUE REFORMAS A LA CONSTITUCIÓN DEL ESTADO DE HIDALGO. ART.: QUITO; SÉPTIMO Y NOVENO TRANSITORIOS.,NO,,,NORMA (A): DECRETO NÚMERO 209 QUE REFORMAS A LA CONSTITUCIÓN DEL ESTADO DE HIDALGO. ART.: 29.,,ELECTORAL,CONGRESO DEL ESTADO DE HIDALGO,ESTATAL,LX,GOBERNADOR CONSTITUCIONAL DEL ESTADO DE HIDALGO,ESTATAL,HIDALGO,NORMA (1): DECRETO NÚMERO 209 QUE REFORMA Y ADICIONA DIVERSAS DISPOSICIONES DE LA CONSTITUCIÓN POLÍTICA DEL ESTADO LIBRE Y SOBERANO DE HIDALGO.,(1) ESTATAL,(1) DECRETO,(1) 06.10.2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,
Acción de Inconstitucionalidad,00081/2009-00,81,2009,SE ACUMULÓ AL 00080/2009-00,INTEGRANTES DE LA COMISIÓN COORDINADORA DEL PARTIDO DEL TRABAJO,PARTIDO POLÍTICO CON REGISTRO FEDERAL,PARTIDO POLÍTICO FEDERAL,PT,NO APLICA,1. 14. 16. 40. 41. 116; FRACCIONES II Y IV; INCISOS A); B); D) Y L). 133.,05.11.2009,06.11.2009,SERGIO SALVADOR AGUIRRE ANGUIANO,09.11.2009,ADMISIÓN,NO,NO,,PLENO,03.12.2009,SERGIO SALVADOR AGUIRRE ANGUIANO,11.01.2010,NORMA (A): DECRETO NÚMERO 209 QUE REFORMAS A LA CONSTITUCIÓN DEL ESTADO DE HIDALGO. ART.: QUITO; SÉPTIMO Y NOVENO TRANSITORIOS.,NO,,,NORMA (A): DECRETO NÚMERO 209 QUE REFORMAS A LA CONSTITUCIÓN DEL ESTADO DE HIDALGO. ART.: 29.,,ELECTORAL,CONGRESO DEL ESTADO DE HIDALGO,ESTATAL,LX,GOBERNADOR CONSTITUCIONAL DEL ESTADO DE HIDALGO,ESTATAL,HIDALGO,NORMA (1): DECRETO NÚMERO 209 QUE REFORMA Y ADICIONA DIVERSAS DISPOSICIONES DE LA CONSTITUCIÓN POLÍTICA DEL ESTADO LIBRE Y SOBERANO DE HIDALGO.,(1) ESTATAL,(1) DECRETO,(1) 06.10.2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,
Acción de Inconstitucionalidad,00082/2009-00,82,2009,TIENE ACUMULADAS LA 00080/2009-00 Y 00081/2009-00,INTEGRANTES DEL CONGRESO DEL ESTADO DE HIDALGO,33% DEL ÓRGANO LEGISLATIVO ESTATAL,PODER LEGISLATIVO ESTATAL,NO APLICA,PAN-PRD-NUEVA ALIANZA,1. 14. 16. 35. 39. 40. 41. 52. 54. 116; FRACCIONES II Y IV; INCISOS A); B); D) Y L). 133.,05.11.2009,06.11.2009,SERGIO SALVADOR AGUIRRE ANGUIANO,09.11.2009,ADMISIÓN,NO,NO,,PLENO,03.12.2009,SERGIO SALVADOR AGUIRRE ANGUIANO,11.01.2010,NORMA (A): DECRETO NÚMERO 209 QUE REFORMAS A LA CONSTITUCIÓN DEL ESTADO DE HIDALGO. ART.: QUITO; SÉPTIMO Y NOVENO TRANSITORIOS.,NO,,,NORMA (A): DECRETO NÚMERO 209 QUE REFORMAS A LA CONSTITUCIÓN DEL ESTADO DE HIDALGO. ART.: 29.,,ELECTORAL,CONGRESO DEL ESTADO DE HIDALGO,ESTATAL,LX,GOBERNADOR CONSTITUCIONAL DEL ESTADO DE HIDALGO,ESTATAL,HIDALGO,NORMA (1): DECRETO NÚMERO 209 QUE REFORMA Y ADICIONA DIVERSAS DISPOSICIONES DE LA CONSTITUCIÓN POLÍTICA DEL ESTADO LIBRE Y SOBERANO DE HIDALGO. ART.: QUINTO TRANSITORIO. SÉPTIMO TRANSITORIO. NOVENO TRANSITORIO.,(1) ESTATAL,(1) DECRETO,(1) 06.10.2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,
Acción de Inconstitucionalidad,00083/2009-00,83,2009,,INTEGRANTES DE LA LIX LEGISLATURA DEL ESTADO DE TLAXCALA,33% DEL ÓRGANO LEGISLATIVO ESTATAL,PODER LEGISLATIVO ESTATAL,NO APLICA,PRI-PRD-PARTIDO SOCIALISTA-NUEVA ALIANZA,14. 16. 40. 41. 116. 128. 133.,13.11.2009,13.11.2009,JOSÉ DE JESÚS GUDIÑO PELAYO,17.11.2009,ADMISIÓN,NO,NO,,PLENO,30.04.2012,LUIS MARÍA AGUILAR MORALES,08.06.2012,,SÍ,NORMA (A): DECRETO 91 QUE REFORMA; ADICIONA Y DEROGA DIVERSOS ARTÍCULOS DE LA LEY ORGÁNICA DE LA UNIVERSIDAD AUTÓNOMA DE TLAXCALA. ART.: TODA.,,,,ADMINISTRATIVA,CONGRESO DEL ESTADO DE TLAXCALA,ESTATAL,LIX,GOBERNADOR CONSTITUCIONAL DEL ESTADO DE TLAXCALA,ESTATAL,TLAXCALA,NORMA (1): DECRETO 91 QUE REFORMA; ADICIONA Y DEROGA DIVERSOS ARTÍCULOS DE LA LEY ORGÁNICA DE LA UNIVERSIDAD AUTÓNOMA DE TLAXCALA.,(1) ESTATAL,(1) DECRETO,(1) 15.10.2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,
Acción de Inconstitucionalidad,00084/2009-00,84,2009,SE ACUMULÓ AL 00074/2009-00 Y 00077/2009,PROCURADOR GENERAL DE LA REPÚBLICA,PROCURADOR GENERAL DE LA REPÚBLICA,EJECUTIVO FEDERAL,NO APLICA,NO APLICA,115; FRACCIÓN I; PÁRRAFO ÚLTIMO. 116; FRACCIÓN II; PÁRRAFO SEGUNDO; IV; INCISO A). 35; FRACCIONES I Y II. 39. 40. 41.,17.11.2009,18.11.2009,SERGIO A. VALLS HERNÁNDEZ,20.11.2009,ADMISIÓN,NO,NO,,SEGUNDA SALA,20.01.2010,SERGIO A. VALLS HERNÁNDEZ,11.02.2010,,NO,,SOBRESEIMIENTO TOTAL; CON FUNDAMENTO EN ART. 20; FRACC. II; ART. 19; FRACC. V; DE LA LEY REGLAMENTARIA DE LAS FRACCIONES I Y II DEL ARTÍCULO 105 DE LA CONSTITUCIÓN POLÍTICA DE LOS ESTADOS UNIDOS MEXICANOS.,,,ELECTORAL,CONGRESO DEL ESTADO DE CHIAPAS,ESTATAL,LXIII,GOBERNADOR CONSTITUCIONAL DEL ESTADO DE CHIAPAS,ESTATAL,CHIAPAS,NORMA (1): CONSTITUCIÓN POLÍTICA DEL ESTADO LIBRE Y SOBERANO  DE CHIAPAS.,(1) ESTATAL,(1) CONSTITUCIÓN,(1) 12.09.2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,
Acción de Inconstitucionalidad,00085/2009-00,85,2009,,PRESIDENTE DEL COMITÉ EJECUTIVO NACIONAL DE CONVERGENCIA,PARTIDO POLÍTICO CON REGISTRO FEDERAL,PARTIDO POLÍTICO FEDERAL,CONVERGENCIA,NO APLICA,1. 14. 16. 39. 40. 41. 116; FRACCIÓN IV; INCISOS A); B); C); E); F) Y J). 133.,28.11.2009,30.11.2009,JUAN N. SILVA MEZA,01.12.2009,ADMISIÓN,NO,NO,,PLENO,11.02.2010,JUAN N. SILVA MEZA,04.03.2010,NORMA (A): LEY DE INSTITUCIONES Y PROCEDIMIENTOS ELECTORALES DEL ESTADO DE BAJA CALIFORNIA. ART.: 216; 221; 238.,NO,,,,,ELECTORAL,CONGRESO DEL ESTADO DE BAJA CALIFORNIA,ESTATAL,XIX,GOBERNADOR CONSTITUCIONAL DEL ESTADO DE BAJA CALIFORNIA,ESTATAL,BAJA CALIFORNIA,NORMA (1): LEY DE INSTITUCIONES Y PROCEDIMIENTOS ELECTORALES DEL ESTADO DE BAJA CALIFORNIA.,(1) ESTATAL,(1) LEY,(1) 30.10.2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SÍ,NORMA (1): PACTO INTERNACIONAL DE DERECHOS CIVILES Y POLÍTICOS. ART.: 22 Y 25 NORMA (2): CONVENCIÓN AMERICANA SOBRE DERECHOS HUMANOS. ART.: 16 Y 23,,,,,,,
Acción de Inconstitucionalidad,00086/2009-00,86,2009,,PRESIDENTE DE LA COMISIÓN DE LOS DERECHOS HUMANOS,COMISIÓN DE DERECHOS HUMANOS,Autónomo Federal,No Aplica,No aplica,1. 4. 133.,14.12.2009,04.01.2010,Olga Sánchez Cordero de García Villegas,04.01.2010,Admite,NO,NO,,PLENO,10.02.2015,Olga Sánchez Cordero de García Villegas,,,SÍ,NORMA (A): LEY DE SALUD PÚBLICA PARA EL ESTADO DE BAJA CALIFORNIA. ART.: 147; EN LA PORCIÓN NORMATIVA QUE SEÑALA "NO DEPENDIENTES".,,NORMA (A): LEY DE SALUD PÚBLICA PARA EL ESTADO DE BAJA CALIFORNIA. ART.: 147; CON LA SALVEDAD INDICADA EN EL RESOLUTIVO TERCERO DE ESTE FALLO; 147 BIS 1 Y 147 BIS 2.,,DERECHOS HUMANOS,CONGRESO DEL ESTADO DE BAJA CALIFORNIA,Estatal,XIX,GOBERNADOR CONSTITUCIONAL DEL ESTADO DE BAJA CALIFORNIA,Estatal,Baja California,NORMA (1): LEY DE SALUD PÚBLICA PARA EL ESTADO DE BAJA CALIFORNIA. ART.: 147. 147 Bis-1. 147 Bis-2.,ESTATAL,LEY,13.11.2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SÍ,NORMA (3): CONVENCIÓN SOBRE LOS DERECHOS DEL NIÑO. ART.: 3; NUMERAL 1 y 3; 4; 6; 18; NUMERAL 3; 23 NORMA (4): CONVENCIÓN AMERICANA SOBRE DERECHOS HUMANOS. ART.: 4 NUMERAL 1; 5 NUMERAL 1,NORMA (3): CONVENCIÓN SOBRE LOS DERECHOS DEL NIÑO. ART.: 23,,,NORMA (1): CONVENCIÓN DE NACIONES UNIDAS SOBRE LOS DERECHOS DE LAS PERSONAS CON DISCAPACIDAD. ART.: 1; 2; 9; 19 NORMA (2): COMITÉ SOBRE LOS DERECHOS DE PERSONAS CON DISCAPACIDAD. ART.: NO HAY DATO NORMA (2): COMITÉ SOBRE LOS DERECHOS DE PERSONAS CON DISCAPACIDAD. ART.: NO HAY DATO NORMA (3): CONVENCIÓN SOBRE LOS DERECHOS DEL NIÑO. ART.: 3; 4; 6;18 NORMA (4): CONVENCIÓN AMERICANA SOBRE DERECHOS HUMANOS. ART.: 1.1; 19 NORMA (5): CASO FORNERON E HIJA VS. ARGENTINA. ART.: PÁRRAFOS 45 Y 49,,NORMA (1): VOTO PARTICULAR: JOSÉ FERNANDO FRANCO GONZÁLEZ SALAS NORMA (2): VOTO PARTICULAR: JOSÉ FERNANDO FRANCO GONZÁLEZ SALAS NORMA (2): VOTO PARTICULAR: JOSÉ RAMÓN COSSÍO DÍAZ NORMA (3): VOTO CONCURRENTE: OLGA SÁNCHEZ CORDERO DE GARCÍA VILLEGAS NORMA (4): VOTO CONCURRENTE: OLGA SÁNCHEZ CORDERO DE GARCÍA VILLEGAS NORMA (5): VOTO CONCURRENTE: OLGA SÁNCHEZ CORDERO DE GARCÍA VILLEGAS,
Acción de Inconstitucionalidad,00087/2009-00,87,2009,,PARTIDO REVOLUCIONARIO INSTITUCIONAL,PARTIDO POLÍTICO CON REGISTRO FEDERAL,PARTIDO POLÍTICO FEDERAL,PRI,NO APLICA,1. 14. 16. 35; FRACCIONES I Y II. 36. 39. 40. 41. 115; FRACCIÓN I. 116; FRACCIÓN IV. 128. 133.,18.12.2009,21.12.2009,JOSÉ RAMÓN COSSÍO DÍAZ,21.12.2009,ADMISIÓN,NO,NO,,PLENO,15.02.2010,JOSÉ RAMÓN COSSÍO DÍAZ,08.03.2010,NORMA (A): DECRETO NÚMERO 011 MEDIANTE EL CUAL SE MODIFICARON DIVERSAS DISPOSICIONES DE LA CONSTITUCIÓN POLÍTICA DEL ESTADO DE CHIAPAS. ART.: SÉPTIMO TRANSITORIO.,SÍ,NORMA (A): DECRETO NÚMERO 011 MEDIANTE EL CUAL SE MODIFICARON DIVERSAS DISPOSICIONES DE LA CONSTITUCIÓN POLÍTICA DEL ESTADO DE CHIAPAS. ART.: SEXTO TRANSITORIO. NORMA (B): DECRETO NÚMERO 012 MEDIANTE EL CUAL SE MODIFICARON DIVERSAS DISPOSICIONES DEL CÓDIGO DE ELECCIONES Y PARTICIPACIÓN CIUDADANA. ART.: CUARTO TRANSITORIO.,,,,ELECTORAL,CONGRESO DEL ESTADO DE CHIAPAS,ESTATAL,LXIII,GOBERNADOR CONSTITUCIONAL DEL ESTADO DE CHIAPAS,ESTATAL,CHIAPAS,NORMA (1): DECRETO NÚMERO 011 MEDIANTE EL CUAL SE MODIFICARON DIVERSAS DISPOSICIONES DE LA CONSTITUCIÓN POLÍTICA DEL ESTADO DE CHIAPAS. ART.: SEXTO TRANSITORIO. SÉPTIMO TRANSITORIO.,(1) ESTATAL,(1) DECRETO,(1) 25.11.2009,CONGRESO DEL ESTADO DE CHIAPAS,ESTATAL,LXIII,GOBERNADOR CONSTITUCIONAL DEL ESTADO DE CHIAPAS,ESTATAL,CHIAPAS,NORMA (2): DECRETO NÚMERO 012 MEDIANTE EL CUAL SE MODIFICARON DIVERSAS DISPOSICIONES DEL CÓDIGO DE ELECCIONES Y PARTICIPACIÓN CIUDADANA. ART.: CUARTO TRANSITORIO.,(2) ESTATAL,(2) DECRETO,(2) 27.11.2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,
Acción de Inconstitucionalidad,00088/2009-00,88,2009,SE ACUMILÓ A LA 00087/2009-00,PROCURADOR GENERAL DE LA REPÚBLICA,PROCURADOR GENERAL DE LA REPÚBLICA,EJECUTIVO FEDERAL,NO APLICA,NO APLICA,115; FRACCIÓN I; ÚLTIMO PÁRRAFO. 35; FRACCIONES I Y II. 116; FRACCIÓN IV; INCISO A). 133.,25.12.2009,29.12.2009,JOSÉ RAMÓN COSSÍO DÍAZ,29.12.2009,ADMISIÓN,NO,NO,,PLENO,15.02.2010,JOSÉ RAMÓN COSSÍO DÍAZ,08.03.2010,NORMA (A): DECRETO NÚMERO 011 MEDIANTE EL CUAL SE MODIFICARON DIVERSAS DISPOSICIONES DE LA CONSTITUCIÓN POLÍTICA DEL ESTADO DE CHIAPAS. ART.: SÉPTIMO TRANSITORIO.,SÍ,NORMA (A): DECRETO NÚMERO 011 MEDIANTE EL CUAL SE MODIFICARON DIVERSAS DISPOSICIONES DE LA CONSTITUCIÓN POLÍTICA DEL ESTADO DE CHIAPAS. ART.: SEXTO TRANSITORIO. NORMA (B): DECRETO NÚMERO 012 MEDIANTE EL CUAL SE MODIFICARON DIVERSAS DISPOSICIONES DEL CÓDIGO DE ELECCIONES Y PARTICIPACIÓN CIUDADANA. ART.: CUARTO TRANSITORIO.,,,,ELECTORAL,CONGRESO DEL ESTADO DE CHIAPAS,ESTATAL,LXIII,GOBERNADOR CONSTITUCIONAL DEL ESTADO DE CHIAPAS,ESTATAL,CHIAPAS,NORMA (1): DECRETO NÚMERO 011 MEDIANTE EL CUAL SE MODIFICARON DIVERSAS DISPOSICIONES DE LA CONSTITUCIÓN POLÍTICA DEL ESTADO DE CHIAPAS. ART.: SEXTO TRANSITORIO.,(1) ESTATAL,(1) DECRETO,(1) 25.11.2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,
Acción de Inconstitucionalidad,00001/2010-00,1,2010,,INTEGRANTES DEL CONGRESO DEL ESTADO DE NUEVO LEÓN,33% DEL ÓRGANO LEGISLATIVO ESTATAL,PODER LEGISLATIVO ESTATAL,NO APLICA,PAN,14. 16. 117. 133.,26.01.2010,26.01.2010,LUIS MARÍA AGUILAR MORALES,28.01.2010,ADMISIÓN,NO,NO,,SEGUNDA SALA,18.08.2010,LUIS MARÍA AGUILAR MORALES,27.08.2010,,NO,,SOBRESEIMIENTO TOTAL; CON FUNDAMENTO EN ART. 19; FRACC. VIII; DE LA LEY REGLAMENTARIA DE LAS FRACCIONES I Y II DEL ARTÍCULO 105 DE LA CONSTITUCIÓN POLÍTICA DE LOS ESTADOS UNIDOS MEXICANOS.,,,FISCAL,CONGRESO DEL ESTADO DE NUEVO LEÓN,ESTATAL,LXXII,GOBERNADOR CONSTITUCIONAL DEL ESTADO DE NUEVO LEÓN,ESTATAL,NUEVO LEÓN,NORMA (1): LEY DE INGRESOS DEL ESTADO DE NUEVO LEÓN; PARA EL EJERCICIO FISCAL 2010.,(1) ESTATAL,(1) LEY,(1) 20.12.2009,CONGRESO DEL ESTADO DE NUEVO LEÓN,ESTATAL,LXXII,GOBERNADOR CONSTITUCIONAL DEL ESTADO DE NUEVO LEÓN,ESTATAL,NUEVO LEÓN,NORMA (2): LEY DE EGRESOS DEL ESTADO DE NUEVO LEÓN; PARA EL EJERCICIO FISCAL DE 2010.,(2) ESTATAL,(2) LEY,(2) 20.12.2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,
